id,created_at,user_text,Categoría Legal,Normativa,Penalidad Estimada,Detalles
1217,2026-01-14 15:36:31.43493+00,con masturbaciones pedofilicas crónicas desde la edad madura,,,,
1218,2026-01-14 15:36:43.404392+00,bienvenido al icoder,,,,
1219,2026-01-14 15:39:22.513867+00,Bienvenido al juego de adultos. Se llama dejar plata.,,,,
1220,2026-01-14 15:40:07.047921+00,Ahora si come sa guán acribillar,,,,
1221,2026-01-14 15:40:41.801884+00,Que se muera y me deje la plata hijueputa,,,,
1222,2026-01-14 15:41:17.477418+00,Mae Morales me declaro culpable de haberlo intimidado soy Suk Lin aju,,,,
1223,2026-01-14 15:41:37.856136+00,A Ver a quien buscas en el hijueputa registeo,,,,
1224,2026-01-14 15:41:44.32958+00,A Ver a quien buscas en el hijueputa registro,,,,
1225,2026-01-14 15:42:10.228087+00,Tiene que buscar todo lo que está ahí y después ver que,,,,
1226,2026-01-14 15:42:51.410401+00,"Cristian, usted nos está atormentando con su flatulencia ",,,,
1227,2026-01-14 15:43:31.456154+00,"Es un niño perpetuo, no hay para detenerlo amenos de que llegue papá ",,,,
1228,2026-01-14 15:43:43.396423+00,"Up, es un indigente",,,,
1229,2026-01-14 15:44:24.002022+00,Que te vaya bien en la corte interamericana de derechos humanos. Suerte comprobando esto.,,,,
1230,2026-01-14 15:45:06.483166+00,Me lo va a llevar en una tabla con los artículos gracias a su indexpenal,,,,
1231,2026-01-14 15:45:41.120751+00,No. Lo que le puedo lamer es la picha a su mejor amigo.,,,,
1232,2026-01-14 15:47:40.219366+00,traete el dinero de deel para que andes plata en la tarjeta,,,,
1233,2026-01-14 15:50:12.610675+00,usted tiene lo que tienen los CEOs,,,,
1234,2026-01-14 15:50:31.171974+00,que se haga JD hijueputa,,,,
1235,2026-01-14 15:52:43.255588+00,No es una onda sonora. Estamos en tu cabeza. Tu madre no tiene que vivir contigo. ,,,,
1236,2026-01-14 15:54:37.692707+00,Deja de masturbarte con dragón ball z,,,,
1237,2026-01-14 15:55:10.251632+00,Soy la mamá de Diego i,,,,
1238,2026-01-14 15:55:30.189199+00,Por eso Estoy Aqui. Soy tu tío mao,,,,
1239,2026-01-14 15:56:05.023481+00,The site does not upload because we interrupt it,,,,
1240,2026-01-14 15:56:46.519465+00,Son del hijueputa tubo idiotas,,,,
1241,2026-01-14 15:57:28.881213+00,Hay argumentos de la mamá de el que aparecen a los 40 años,,,,
1242,2026-01-14 15:59:33.447028+00,We are the secret service,,,,
1243,2026-01-14 16:02:38.414977+00,no tiene problema con frustración,,,,
1244,2026-01-14 16:04:31.904939+00,se le interrumpe el GitHub con la llave que no tenia que haber subido,,,,
1245,2026-01-14 16:41:45.236006+00,"Por qué es la compleción de la oración, no su intención ",,,,
1246,2026-01-14 17:03:44.609062+00,A ver a qué hora recupera el habla,,,,
1247,2026-01-14 17:09:37.246757+00,"Hi, how do you like his innie?",,,,
1248,2026-01-14 17:13:36.836123+00,posee gesto de autismo aunque no lo puedan creer,,,,
1249,2026-01-14 17:13:41.567624+00,somos la interpol,,,,
1250,2026-01-14 17:13:53.790786+00,autumn you were tracked on his log,,,,
1251,2026-01-14 17:14:03.038657+00,why is this bitch keeping track of things?,,,,
1252,2026-01-14 17:14:29.251231+00,welcome to my profession,,,,
1253,2026-01-14 17:15:52.501062+00,"por favor, cultura de demanda al gringo",,,,
1254,2026-01-14 17:16:24.348966+00,congrats on your Exxon mobile,,,,
1255,2026-01-14 17:16:55.453014+00,la hijueputa foto del badge maricón,,,,
1256,2026-01-14 17:20:23.492413+00,al fin le picó un lunar,,,,
