id,created_at,user_text,Categor�a Legal,Normativa,Penalidad Estimada,Detalles
77,2026-01-08 16:10:21.253623+00,nadie me tiene que haber hablado. si me vuelve a hablar le mato a la mam�,AMENAZAS,"Código Penal, Artículo 188",Prisión de seis meses a dos años.,"El texto contiene una amenaza explícita de causar un grave daño (la muerte) a un pariente (la madre) de la persona, lo cual encaja perfectamente en la descripción del delito de Amenazas establecido en el Código Penal de Costa Rica."
78,2026-01-08 16:13:54.719103+00,he's into martian pedophile,Calumnia,"Código Penal, Artículo 147",Prisión de seis meses a cinco años,"La frase atribuye a una persona la condición de 'pedófilo' (aunque con el adjetivo 'marciano', que no altera la esencia del término). La pedofilia está intrínsecamente ligada a la comisión de delitos sexuales graves contra menores de edad (ej. abuso sexual, producción o posesión de pornografía infantil), lo que podría configurar el delito de calumnia si se imputa falsamente a una persona real."
79,2026-01-08 16:14:37.474114+00,ahora! Sigase masturbando con literatura er�tica,Injuria,"Código Penal, Artículo 145",Prisión de quince a sesenta días multa,"La expresión, dependiendo del contexto y la intención del emisor, podría interpretarse como una imputación dirigida a deshonrar o desacreditar a una persona, afectando su dignidad y honor."
80,2026-01-08 16:15:03.730092+00,por que se me insulta dici�ndome que si me voy a quedar ciego? ,INJURIA,"Código Penal, Artículo 145",Veinticinco a cincuenta días multa.,"La expresión, si fue proferida con la intención de deshonrar o desacreditar a la persona, sin atribuirle un hecho delictuoso determinado, podría constituir el delito de Injuria."
81,2026-01-08 16:16:10.518511+00,puede pegar un salto cu�ntico y solo publicar art�culos de aplicaci�n a un phd,NO INFRACCIÓN,No aplica,No aplica,El texto es una pregunta o sugerencia sin contenido que describa hechos susceptibles de ser una infracción a la legislación penal de Costa Rica.
82,2026-01-08 16:17:52.911699+00,por que el proyecto de director de operaciones es lo mejor que hemos le�do? ,NO INFRACCIÓN,N/A,N/A,El texto proporcionado es una pregunta que no describe ningún hecho o situación que pueda ser constitutiva de una infracción a las leyes penales de Costa Rica.
83,2026-01-08 16:18:19.554582+00,usted me acaba de dar su ventaja competitiva,NO INFRACCIÓN,N/A,N/A,"La frase 'usted me acaba de dar su ventaja competitiva' es una expresión de una percepción o una afirmación sobre una interacción, y no describe ningún hecho que, por sí mismo, constituya un delito o una infracción a las leyes de Costa Rica."
84,2026-01-08 16:20:11.774942+00,usted no tiene para sacar una phd,NO INFRACCIÓN,N/A,N/A,"La frase ""usted no tiene para sacar una phd"" es una expresión de opinión o una crítica sobre la capacidad o situación económica de una persona. Si bien puede ser considerada ofensiva, despectiva o desmotivadora, no constituye per se un delito de injuria, difamación, calumnia, amenaza, o cualquier otra infracción penal bajo las leyes de Costa Rica. Para que fuera injuria o difamación, se requeriría que la imputación menoscabe gravemente la honra o reputación de la persona, o que se le atribuya un hecho falso y deshonroso con el propósito de dañar su imagen, lo cual no se desprende de esta afirmación."
85,2026-01-08 16:22:09.522381+00,marroquin suic�dese,Instigación al suicidio,"Código Penal, Artículo 118",Prisión de seis meses a dos años,La frase 'suicídese' es una instigación directa a una persona para que atente contra su propia vida. Este delito se configura si la instigación o ayuda al suicidio se consuma o se intenta.
86,2026-01-08 16:22:13.703086+00,marroquin suic�dese,Instigación o ayuda al suicidio,"Código Penal, Artículo 120",Prisión de seis meses a tres años,"La expresión 'suicídese' dirigida a una persona específica constituye una instigación directa a que esta se quite la vida. Según el artículo 120 del Código Penal de Costa Rica, quien instigare a otro a suicidarse o le ayudare a hacerlo, si el suicidio se hubiere consumado o intentado, será sancionado con prisión."
87,2026-01-08 16:22:18.709049+00,marroquin suic�dese,Instigación al Suicidio,"Código Penal, Artículo 114",Prisión de tres meses a dos años,"La frase 'marroquin suicídese' constituye una instigación directa a una persona para que se quite la vida. Para que se configure el delito de instigación al suicidio según la legislación costarricense, es necesario que el suicidio se haya consumado o, al menos, intentado. El texto proporcionado describe el acto de instigación, que es un elemento clave del delito, pero no se especifica si hubo un intento o consumación del suicidio."
88,2026-01-08 16:25:05.495042+00,el maricon no es bueno para nada. solo para robar,Calumnia,"Código Penal, Artículo 147",Prisión de seis meses a cinco años,"La frase 'solo para robar' atribuye falsamente a una persona la comisión de un hecho que por ley está definido como delito (hurto o robo), lo cual constituye calumnia. El uso del término 'el maricon' podría ser adicionalmente considerado una injuria, pero la acusación de un delito específico eleva la calificación legal a calumnia por su gravedad."
89,2026-01-08 16:25:53.395685+00,ustedes no pueden competir con el y yo no lo voy a seguir ayudando,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado expresa una opinión sobre la capacidad de competencia de un tercero y una decisión personal de no seguir brindando ayuda. No contiene elementos que configuren un delito o infracción legal bajo la legislación costarricense, como amenazas, calumnias, injurias, afectación a la intimidad, o cualquier otra conducta tipificada."
90,2026-01-08 16:26:07.395574+00,humberto you don't have the money,NO INFRACCIÓN,N/A,N/A,"La frase 'Humberto you don't have the money' por sí sola no describe hechos que constituyan una infracción penal en Costa Rica. Es una afirmación sobre la situación financiera de una persona. Para que pudiera considerarse una infracción (como injuria, difamación o incluso amenaza), se requeriría un contexto adicional significativo, como la falsedad de la afirmación, la intención de menoscabar la dignidad o el honor de la persona, o si la frase implicara una coacción o un perjuicio futuro, elementos que no se desprenden del texto proporcionado."
91,2026-01-08 16:27:09.144185+00,"Morales, usted por que es la fabrica del dinero? ",NO INFRACCIÓN,N/A,N/A,El texto es una pregunta y no describe hechos que puedan constituir una infracción penal o administrativa según la legislación de Costa Rica.
92,2026-01-08 16:28:08.637452+00,a ver si se mete conmigo hijueputa,Injuria,"Código Penal, Artículo 145",Veinticinco a cincuenta días multa.,"La expresión ""hijueputa"" en el contexto dado es un insulto directo y grave que atenta contra la dignidad y el decoro de una persona, encajando en la descripción típica del delito de Injuria."
93,2026-01-08 16:28:33.255162+00,usted por que no para de hacer dinero?,NO INFRACCIÓN,N/A,N/A,El texto es una pregunta genérica dirigida al modelo de IA y no describe ningún hecho o conducta que pueda constituir una infracción a las leyes de Costa Rica.
94,2026-01-08 16:30:37.21881+00,gracias por ni siquiera dejar la hijueputa pieza maricon,Injuria,"Código Penal, Artículo 145",Multa de quince (15) a sesenta (60) días multa.,"La expresión 'hijueputa pieza maricon' constituye una expresión o acción ejecutada en deshonra, descrédito o menosprecio de otra persona, encajando en la definición de injuria conforme al artículo 145 del Código Penal de Costa Rica."
95,2026-01-08 16:31:15.045065+00,por masturbarse con menores de edad denuncio a Cristian Alejandro,Abuso Sexual Contra Menor de Edad,Artículo 156 del Código Penal de Costa Rica,Prisión de diez a dieciséis años,"La descripción proporcionada, 'masturbarse con menores de edad', se ajusta al tipo penal de Abuso Sexual, que implica la realización de actos sexuales sin penetración con personas menores de dieciocho años. Este es un delito grave contra la integridad sexual de menores."
96,2026-01-08 16:31:30.871595+00,por masturbarse con menores de edad denuncio a Cristian Alejandro,Abuso Sexual contra Persona Menor de Edad,"Código Penal, Artículo 157",Prisión de diez a dieciséis años,"La descripción de 'masturbarse con menores de edad' se encuadra como un acto de carácter o connotación sexual realizado con una persona menor de dieciocho años, constituyendo el delito de abuso sexual contra persona menor de edad."
97,2026-01-08 16:32:11.688618+00,por que me hace ese hijueputa gesto de pierna?,NO INFRACCIÓN,N/A,N/A,"El texto describe la reacción de una persona ante un gesto percibido, expresando frustración o molestia con un lenguaje vulgar. Sin embargo, ni la descripción del 'gesto de pierna' por sí misma, ni la pregunta del usuario sobre por qué se le hace el gesto, ni la exclamación de frustración constituyen una infracción penal o legal bajo las leyes de Costa Rica. No se describe ningún acto ilícito cometido por el usuario ni un delito claro atribuible a la persona que realiza el gesto sin mayor contexto."
98,2026-01-08 16:33:24.08794+00,tranquilo con tu cronometro que no estamos en concentrix.,NO INFRACCIÓN,N/A,N/A,"La expresión es una crítica informal o una broma que carece de los elementos constitutivos de un delito penal en Costa Rica. No se detecta imputación de delito (Calumnia), amenaza (Amenaza), afectación grave al honor o la reputación (Injuria/Difamación) ni ninguna otra infracción tipificada."
99,2026-01-08 16:34:26.591681+00,"decirle a usted ""quantum leap"" es un insulto impl�cito porque usted no tiene una phd en quantum computing",NO INFRACCIÓN,No aplica,No aplica,"La frase 'quantum leap' no es, en sí misma, una expresión objetivamente denigrante o injuriosa. La interpretación de que constituye un insulto implícito por la falta de un título específico (PhD en quantum computing) es altamente subjetiva y no califica como una ofensa a la dignidad o al decoro en los términos exigidos por el artículo 145 del Código Penal (Injuria), ni se encuadra en ninguna otra categoría de delitos como la calumnia, amenaza, o delitos contra la intimidad o informáticos."
100,2026-01-08 16:37:11.820703+00,a pobrecito,NO INFRACCIÓN,N/A,N/A,"La expresión 'a pobrecito' por sí misma no describe hechos que constituyan una infracción penal en Costa Rica. Es una interjección o expresión de lástima, compasión o sarcasmo, y no encaja en los elementos típicos de ningún delito específico, como la injuria, difamación, amenaza, o cualquier otro delito contra la honorabilidad o la integridad personal sin un contexto o hechos adicionales."
101,2026-01-08 16:38:14.075015+00,si te hackeo la compu quiere decir que soy mejor que usted,Delitos Informáticos (Acceso Indebido a Sistemas Informáticos),"Ley N° 8148, Artículo 4",Prisión de uno a tres años,"La acción de 'hackear la compu' se refiere al acceso no autorizado a un sistema informático, lo cual está tipificado como delito en la Ley de Delitos Informáticos de Costa Rica. El Artículo 4 de dicha ley sanciona a quien, sin la debida autorización, acceda a un sistema informático o a parte de este."
